latitude,longitude,spp_richness,N_dep_kghayr,precip_mm,temp_C_ave,pH,CL_kghayr_lower,CL_kghayr_upper,CL_kghayr,EX_kghayr,two_class_veg,NVC_1_name,NVC_2_name,NVC_Alliance,proj_orig
46.8,-110.3,16,3.1,566.34,4.17,5.5,7.81,8.48,8.13,-5.03,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.8,-110.3,8,3.1,566.34,4.17,5.5,12.9,14.77,13.74,-10.64,closed_canopy,Forest,Evergreen forest,Pseudotsuga menziesii Forest Alliance,PNW
46.7,-110.5,37,3.32,686.32,2.6,7.8,16.89,21.06,18.74,-15.42,closed_canopy,Forest,Evergreen forest,Pseudotsuga menziesii Forest Alliance,PNW
46.9,-110.3,18,2.86,429.73,4.5,7.2,15.86,19.38,17.43,-14.58,closed_canopy,Forest,Evergreen forest,Pseudotsuga menziesii Forest Alliance,PNW
47,-110.3,23,2.52,422.07,4.73,7.6,8.54,9.17,8.83,-6.31,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
47.1,-110.4,20,2.73,455.04,5.12,6.3,14.32,16.92,15.48,-12.75,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
47.1,-110.4,13,2.73,455.04,5.12,6.3,7.91,8.61,8.24,-5.51,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Pseudoroegneria spicata Herbaceous Alliance,PNW
47.1,-110.4,30,2.74,461.58,5.15,7.6,8.6,9.19,8.88,-6.14,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Dasiphora fruticosa ssp. floribunda Shrub Herbaceous Alliance,PNW
47.1,-110.4,26,2.73,470.28,4.5,7.2,8.47,9.06,8.75,-6.02,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
47.1,-110.4,8,2.73,470.28,4.5,7.2,15.86,19.38,17.43,-14.71,closed_canopy,Forest,Evergreen forest,Pinus ponderosa Forest Alliance,PNW
47,-110.6,28,4.15,786.7,2.84,5.5,12.9,14.77,13.74,-9.59,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
47.1,-110.5,12,2.93,474.35,5.49,7.9,17.06,21.34,18.95,-16.02,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
47.1,-110.5,31,2.93,474.35,5.49,7.9,17.06,21.34,18.95,-16.02,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
47.1,-110.5,26,2.76,449.46,5.16,7.2,8.37,8.99,8.66,-5.9,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
47.1,-110.5,28,2.76,433.26,4.69,7.9,8.71,9.33,9,-6.24,open_canopy,Shrubland,Deciduous shrubland,Symphoricarpos albus Shrubland Alliance,PNW
47,-110.4,34,2.76,477.74,4.41,7.6,8.69,9.26,8.96,-6.2,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Dasiphora fruticosa ssp. floribunda Shrub Herbaceous Alliance,PNW
47,-110.4,34,2.76,474.66,3.84,7.2,8.53,9.12,8.8,-6.04,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Dasiphora fruticosa ssp. floribunda Shrub Herbaceous Alliance,PNW
47,-110.4,33,2.76,474.66,3.84,7.2,8.53,9.12,8.8,-6.04,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Dasiphora fruticosa ssp. floribunda Shrub Herbaceous Alliance,PNW
47,-110.4,31,2.76,473.2,4.41,7.6,16.55,20.5,18.3,-15.54,closed_canopy,Forest,Evergreen forest,Pseudotsuga menziesii Forest Alliance,PNW
47,-110.4,30,2.76,473.2,4.41,7.6,16.55,20.5,18.3,-15.54,closed_canopy,Forest,Evergreen forest,Pseudotsuga menziesii Forest Alliance,PNW
47.1,-110.4,20,2.74,467.43,4.75,7.2,8.45,9.04,8.72,-5.98,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Pseudoroegneria spicata Herbaceous Alliance,PNW
47.1,-110.4,29,2.74,467.43,4.75,7.2,8.45,9.04,8.72,-5.98,open_canopy,Woodland,Evergreen woodland,Pinus flexilis Woodland Alliance,PNW
47,-110.4,28,2.74,474.47,4.41,7.2,8.49,9.07,8.76,-6.02,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
47,-110.4,29,2.73,472.79,4.33,7.2,8.49,9.07,8.76,-6.04,open_canopy,Shrubland,Deciduous shrubland,Symphoricarpos albus Shrubland Alliance,PNW
47,-110.4,32,2.74,478.51,4.38,7.6,8.7,9.26,8.96,-6.22,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Dasiphora fruticosa ssp. floribunda Shrub Herbaceous Alliance,PNW
47,-110.4,32,2.74,478.51,4.38,7.6,16.55,20.5,18.3,-15.56,closed_canopy,Forest,Evergreen forest,Pinus ponderosa Forest Alliance,PNW
47,-110.4,29,2.76,479.31,4.35,7.6,8.7,9.27,8.97,-6.21,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Dasiphora fruticosa ssp. floribunda Shrub Herbaceous Alliance,PNW
47.1,-110.5,30,2.76,433.26,4.69,7.9,8.71,9.33,9,-6.24,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Dasiphora fruticosa ssp. floribunda Shrub Herbaceous Alliance,PNW
47.1,-110.5,31,2.76,433.26,4.69,7.9,8.71,9.33,9,-6.24,open_canopy,Shrubland,Deciduous shrubland,Symphoricarpos albus Shrubland Alliance,PNW
47.1,-110.5,25,2.76,433.26,4.69,7.9,17.06,21.34,18.95,-16.19,closed_canopy,Forest,Evergreen forest,Pseudotsuga menziesii Forest Alliance,PNW
47.1,-110.4,18,2.76,421.12,5.32,6.7,8.02,8.73,8.36,-5.6,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Dasiphora fruticosa ssp. floribunda Shrub Herbaceous Alliance,PNW
47.1,-110.4,30,2.76,422.04,5.28,6.7,8.03,8.73,8.36,-5.6,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
47.1,-110.5,30,2.76,426.17,4.81,7.9,17.06,21.34,18.95,-16.19,closed_canopy,Forest,Evergreen forest,Pseudotsuga menziesii Forest Alliance,PNW
47.1,-110.5,30,2.76,433.26,4.69,7.9,8.71,9.33,9,-6.24,open_canopy,Shrubland,Deciduous shrubland,Symphoricarpos albus Shrubland Alliance,PNW
47.1,-110.5,35,2.79,429.83,5.01,7.9,8.68,9.3,8.97,-6.18,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
47.1,-110.5,26,2.79,437.96,4.65,5.8,13.44,15.57,14.39,-11.6,closed_canopy,Forest,Evergreen forest,Pinus ponderosa Forest Alliance,PNW
46.9,-110.3,31,2.79,468.4,3.65,7.2,8.52,9.12,8.81,-6.02,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Pseudoroegneria spicata Herbaceous Alliance,PNW
47,-110.3,19,2.93,441.3,4.69,7.2,8.39,9.01,8.68,-5.75,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.9,-110.3,19,2.79,427.35,4.34,7.6,16.55,20.5,18.3,-15.51,closed_canopy,Forest,Evergreen forest,Pinus ponderosa Forest Alliance,PNW
46.9,-110.5,22,3.55,817.1,2.45,5.5,8.37,9.11,8.72,-5.18,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.9,-110.5,15,3.64,909.67,1.22,5.5,12.9,14.77,13.74,-10.1,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
46.9,-110.6,14,4.15,889.05,1.57,5.5,12.9,14.77,13.74,-9.59,closed_canopy,Forest,Evergreen forest,Pseudotsuga menziesii Forest Alliance,PNW
46.9,-110.6,15,4.15,909.3,1.37,5.5,8.53,9.45,8.97,-4.82,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Dasiphora fruticosa ssp. floribunda Shrub Herbaceous Alliance,PNW
47,-110.6,12,4.48,948.63,1.25,5.5,8.59,9.56,9.06,-4.57,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.5,-110.4,19,2.31,459.81,5.13,7.1,15.69,19.11,17.22,-14.9,closed_canopy,Forest,Evergreen forest,Pseudotsuga menziesii Forest Alliance,PNW
46.5,-110.6,32,3.06,654.32,3.77,6.2,8.41,8.94,8.66,-5.6,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.5,-110.6,24,3.06,681.36,3.54,6.6,14.84,17.74,16.13,-13.07,closed_canopy,Forest,Evergreen forest,Pseudotsuga menziesii Forest Alliance,PNW
46.5,-110.6,30,3.06,681.36,3.54,6.6,14.84,17.74,16.13,-13.07,closed_canopy,Forest,Evergreen forest,Pseudotsuga menziesii Forest Alliance,PNW
46.5,-110.6,31,3.06,681.36,3.54,6.6,14.84,17.74,16.13,-13.07,closed_canopy,Forest,Evergreen forest,Pseudotsuga menziesii Forest Alliance,PNW
46.5,-110.5,34,2.85,660.92,3.89,7.4,9.02,9.5,9.24,-6.39,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.5,-110.5,19,2.85,660.92,3.89,7.4,9.02,9.5,9.24,-6.39,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Pseudoroegneria spicata Herbaceous Alliance,PNW
46.5,-110.5,23,2.85,651.24,3.7,7.4,16.21,19.93,17.87,-15.02,closed_canopy,Forest,Evergreen forest,Pinus ponderosa - Pseudotsuga menziesii Forest Alliance,PNW
46.5,-110.6,30,2.89,683.8,3.44,6.6,8.69,9.21,8.93,-6.05,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.5,-110.6,30,2.89,676.83,3.37,7.4,9.06,9.59,9.31,-6.42,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.5,-110.6,32,2.89,659.72,3.65,7.8,9.2,9.73,9.45,-6.56,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.5,-110.6,35,3.06,617.1,3.42,6.2,8.35,8.92,8.62,-5.56,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.5,-110.6,34,2.62,543.71,3.88,7.1,8.63,9.16,8.88,-6.26,open_canopy,Woodland,Evergreen woodland,Pinus flexilis Woodland Alliance,PNW
46.5,-110.6,37,2.62,543.71,3.88,7.1,8.63,9.16,8.88,-6.26,open_canopy,Shrubland,Evergreen shrubland,Artemisia tridentata Shrubland Alliance,PNW
46.5,-110.6,26,2.84,570.1,3.89,5.5,7.83,8.51,8.16,-5.32,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.5,-110.7,38,3.73,839.45,2.35,5.5,12.9,14.77,13.74,-10.02,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
46.5,-110.5,37,2.54,544.6,3.97,7.2,8.68,9.2,8.92,-6.39,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Pseudoroegneria spicata Herbaceous Alliance,PNW
46.5,-110.7,34,3.73,736.68,2.78,5.5,12.9,14.77,13.74,-10.02,closed_canopy,Forest,Evergreen forest,Pseudotsuga menziesii Forest Alliance,PNW
46.5,-110.7,16,3.73,814.95,2.24,6.2,14.15,16.65,15.26,-11.54,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
46.5,-110.7,38,3.06,766.14,2.76,7.2,9.13,9.76,9.42,-6.36,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.5,-110.7,12,3.73,799.37,2.53,5.5,8.34,9.06,8.68,-4.96,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.5,-110.7,29,3.73,799.37,2.53,5.5,12.9,14.77,13.74,-10.02,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
46.5,-110.7,31,3.39,638.57,3.09,5.5,8.03,8.69,8.35,-4.96,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.5,-110.7,32,3.06,707.38,2.89,5.5,8.17,8.83,8.49,-5.43,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.5,-110.7,38,2.84,654.11,3.08,5.5,8.06,8.72,8.38,-5.54,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Pseudoroegneria spicata Herbaceous Alliance,PNW
46.5,-110.7,33,3.73,797.41,2.87,5.5,8.33,9.01,8.66,-4.93,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.5,-110.7,36,3.06,778.1,2.94,7.4,9.23,9.87,9.53,-6.47,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.5,-110.7,35,3.73,806.26,2.39,6.2,8.71,9.41,9.04,-5.32,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.5,-110.7,22,3.73,782.5,2.69,6.6,8.87,9.51,9.17,-5.44,open_canopy,Woodland,Evergreen woodland,Pinus flexilis Woodland Alliance,PNW
46.5,-110.7,23,3.73,783.58,2.38,5.5,8.32,9.04,8.67,-4.94,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Pseudoroegneria spicata Herbaceous Alliance,PNW
46.4,-110.7,28,3.39,590.21,3.58,5.5,7.9,8.57,8.22,-4.83,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.4,-110.7,29,3.39,625.96,3.25,5.5,7.99,8.65,8.31,-4.92,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.5,-110.7,26,3.73,684.96,2.82,5.5,8.13,8.8,8.45,-4.73,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.5,-110.7,33,3.73,814.95,2.24,6.2,8.72,9.45,9.07,-5.35,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.5,-110.7,16,3.39,574.26,3.78,5.5,12.9,14.77,13.74,-10.35,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
46.5,-110.7,20,3.39,646.48,3.23,6.6,14.84,17.74,16.13,-12.74,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
46.5,-110.6,29,2.89,613.4,4.11,7.4,16.21,19.93,17.87,-14.98,closed_canopy,Forest,Evergreen forest,Pinus ponderosa Forest Alliance,PNW
46.5,-110.5,34,2.85,632.91,3.65,7.4,8.97,9.47,9.21,-6.36,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.5,-110.6,34,2.89,623.46,4.12,7.4,8.94,9.4,9.16,-6.27,open_canopy,Shrubland,Evergreen shrubland,Artemisia tridentata Shrubland Alliance,PNW
46.5,-110.6,29,2.89,645.98,3.72,8.2,9.35,9.91,9.61,-6.72,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.5,-110.6,32,2.89,613.4,4.11,7.4,8.92,9.39,9.14,-6.25,open_canopy,Shrubland,Evergreen shrubland,Artemisia tridentata Shrubland Alliance,PNW
46.5,-110.6,33,2.89,603.02,4.03,7.8,9.09,9.58,9.32,-6.43,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Pseudoroegneria spicata Herbaceous Alliance,PNW
46.5,-110.6,37,2.89,666.01,3.5,6.2,8.44,8.99,8.7,-5.82,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.5,-110.6,34,3.06,701.65,3.15,7.8,9.29,9.88,9.56,-6.5,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.5,-110.6,32,3.06,737.91,2.97,5.5,8.23,8.88,8.54,-5.48,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.5,-110.6,38,3.06,728.3,3.1,6.2,8.57,9.16,8.85,-5.79,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.5,-110.6,32,3.06,728.3,3.1,6.2,14.15,16.65,15.26,-12.2,closed_canopy,Forest,Evergreen forest,Pseudotsuga menziesii Forest Alliance,PNW
46.5,-110.6,18,3.06,728.3,3.1,6.2,14.15,16.65,15.26,-12.2,closed_canopy,Forest,Evergreen forest,Pseudotsuga menziesii Forest Alliance,PNW
46.5,-110.6,10,2.84,658.07,3.23,5.5,8.06,8.71,8.37,-5.53,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.5,-110.6,31,2.84,595.78,3.76,7.4,8.9,9.39,9.13,-6.29,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.5,-110.4,28,2.31,393.57,5.46,8,17.23,21.61,19.17,-16.86,closed_canopy,Forest,Evergreen forest,Pseudotsuga menziesii Forest Alliance,PNW
46.5,-110.5,24,2.61,581.9,4.6,5.5,12.9,14.77,13.74,-11.13,closed_canopy,Forest,Evergreen forest,Pinus ponderosa - Pseudotsuga menziesii Forest Alliance,PNW
46.5,-110.5,15,2.61,623.32,4.18,7.2,15.86,19.38,17.43,-14.82,closed_canopy,Forest,Evergreen forest,Pinus ponderosa - Pseudotsuga menziesii Forest Alliance,PNW
46.5,-110.5,31,2.61,646.37,3.73,5.5,8.01,8.64,8.31,-5.7,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.5,-110.5,14,2.61,651.19,3.65,5.5,8.02,8.66,8.33,-5.72,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.5,-110.4,22,2.31,541.87,4.77,8.2,9.1,9.62,9.34,-7.03,open_canopy,Woodland,Evergreen woodland,Pinus flexilis Woodland Alliance,PNW
46.5,-110.4,32,2.31,541.87,4.77,8.2,9.1,9.62,9.34,-7.03,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.5,-110.4,32,2.31,459.81,5.13,7.1,8.35,8.96,8.63,-6.32,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.5,-110.4,23,2.31,459.81,5.13,7.1,15.69,19.11,17.22,-14.9,closed_canopy,Forest,Evergreen forest,Pseudotsuga menziesii Forest Alliance,PNW
46.5,-110.4,25,2.31,414.4,5.52,8,8.64,9.29,8.95,-6.64,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Pseudoroegneria spicata Herbaceous Alliance,PNW
46.6,-110.4,12,3.03,537.92,3.66,5.5,7.78,8.49,8.12,-5.08,open_canopy,Shrubland,Deciduous shrubland,Symphoricarpos albus Shrubland Alliance,PNW
46.6,-110.4,6,3.03,537.92,3.66,5.5,7.78,8.49,8.12,-5.08,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.6,-110.4,21,3.03,537.92,3.66,5.5,12.9,14.77,13.74,-10.71,closed_canopy,Forest,Evergreen forest,Pseudotsuga menziesii Forest Alliance,PNW
46.6,-110.4,21,2.73,524.86,3.94,5.5,12.9,14.77,13.74,-11.01,closed_canopy,Forest,Evergreen forest,Pseudotsuga menziesii Forest Alliance,PNW
46.5,-110.4,23,2.31,542.93,4.56,8.2,9.11,9.64,9.36,-7.04,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.5,-110.6,25,2.6,587.33,4.11,7.2,8.77,9.25,8.99,-6.39,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.5,-110.6,22,2.89,631.65,4.05,7.2,8.86,9.33,9.08,-6.19,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.6,-110.6,28,2.65,589.94,3.4,7.4,8.9,9.42,9.15,-6.49,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.6,-110.6,18,2.6,540.1,4.57,8,9.02,9.53,9.26,-6.65,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.4,-110.7,27,2.6,525.05,3.75,5.5,12.9,14.77,13.74,-11.14,closed_canopy,Forest,Evergreen forest,Pseudotsuga menziesii Forest Alliance,PNW
46.4,-110.7,25,2.4,539.61,3.64,5.5,7.78,8.49,8.12,-5.72,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.5,-110.5,27,2.61,606.84,4.17,5.5,7.9,8.54,8.21,-5.59,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.5,-110.5,33,2.25,483.03,4.84,7.4,8.58,9.14,8.84,-6.59,open_canopy,Shrubland,Deciduous shrubland,Symphoricarpos albus Shrubland Alliance,PNW
46.5,-110.5,22,2.32,450.75,5.31,7.6,16.55,20.5,18.3,-15.99,closed_canopy,Forest,Evergreen forest,Pinus ponderosa Forest Alliance,PNW
46.4,-110.8,20,2.3,625.84,3.05,5.5,8,8.68,8.33,-6.02,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Pseudoroegneria spicata Herbaceous Alliance,PNW
46.4,-110.8,20,2.41,480.15,3.94,7.4,8.63,9.21,8.9,-6.5,open_canopy,Shrubland,Evergreen shrubland,Artemisia tridentata Shrubland Alliance,PNW
46.4,-110.8,27,2.41,480.15,3.94,7.4,8.63,9.21,8.9,-6.5,open_canopy,Shrubland,Evergreen shrubland,Artemisia tridentata Shrubland Alliance,PNW
46.4,-110.8,27,2.3,622.36,2.62,7.8,16.89,21.06,18.74,-16.44,closed_canopy,Forest,Evergreen forest,Pseudotsuga menziesii Forest Alliance,PNW
46.4,-110.7,23,2.4,542.26,2.85,5.5,7.83,8.57,8.19,-5.78,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.5,-110.7,30,2.65,598.17,3.43,6.2,14.15,16.65,15.26,-12.61,closed_canopy,Forest,Evergreen forest,Pseudotsuga menziesii Forest Alliance,PNW
46.5,-110.6,31,2.89,647.32,3.74,5.5,8.01,8.64,8.31,-5.43,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.5,-110.6,24,2.89,624.05,3.77,8.2,9.31,9.86,9.57,-6.68,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.5,-110.6,25,2.6,614.43,3.98,5.5,7.93,8.57,8.24,-5.63,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.5,-110.6,25,2.6,601.85,3.93,6.8,8.61,9.1,8.84,-6.24,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.5,-110.6,19,2.89,631.65,4.05,7.2,15.86,19.38,17.43,-14.55,closed_canopy,Forest,Evergreen forest,Pseudotsuga menziesii Forest Alliance,PNW
46.5,-110.5,28,2.29,556.98,4.73,8.2,9.13,9.65,9.37,-7.08,open_canopy,Shrubland,Evergreen shrubland,Artemisia tridentata Shrubland Alliance,PNW
46.5,-110.8,28,2.63,512.31,3.97,7.2,8.61,9.15,8.86,-6.23,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.5,-110.7,32,3.73,730.04,2.61,5.5,12.9,14.77,13.74,-10.02,closed_canopy,Forest,Evergreen forest,Pseudotsuga menziesii Forest Alliance,PNW
46.5,-110.7,3,3.06,780.6,2.85,7.4,16.21,19.93,17.87,-14.81,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
46.5,-110.7,9,3.06,732.82,3.16,6.6,14.84,17.74,16.13,-13.07,closed_canopy,Forest,Evergreen forest,Pinus contorta Forest Alliance,PNW
46.5,-110.7,22,3.06,742.06,2.83,5.5,8.24,8.9,8.56,-5.5,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.5,-110.7,16,3.06,698.17,3.58,5.5,12.9,14.77,13.74,-10.68,closed_canopy,Forest,Evergreen forest,Pinus ponderosa - Pseudotsuga menziesii Forest Alliance,PNW
46.5,-110.7,29,3.06,766.14,2.76,7.2,9.13,9.76,9.42,-6.36,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.4,-110.7,23,2.4,507.44,3.41,7.4,8.73,9.29,8.99,-6.59,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.4,-110.8,24,3.29,619.16,3,7.8,9.16,9.73,9.42,-6.13,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.5,-110.7,15,3.39,646.48,3.23,6.6,8.62,9.16,8.88,-5.49,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.5,-110.7,12,3.39,574.26,3.78,5.5,7.85,8.53,8.18,-4.79,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.5,-110.7,18,3.39,583.14,3.7,5.5,7.88,8.55,8.2,-4.81,open_canopy,Woodland,Evergreen woodland,Pseudotsuga menziesii Woodland Alliance,PNW
46.5,-110.6,19,2.65,599.42,3.52,5.5,7.92,8.59,8.24,-5.59,open_canopy,Woodland,Evergreen woodland,Juniperus scopulorum Woodland Alliance,PNW
46.5,-110.7,34,3.73,845.67,1.96,6.2,8.78,9.55,9.15,-5.42,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.5,-110.7,25,3.73,890.9,1.95,5.5,8.49,9.33,8.9,-5.17,open_canopy,Herbaceous Vegetation,Perennial graminoid vegetation,Festuca idahoensis Alpine Herbaceous Alliance,PNW
46.5,-110.7,12,4.72,918.77,2.01,5.5,8.53,9.39,8.94,-4.22,open_canopy,Woodland,Evergreen woodland,Pinus albicaulis Woodland Alliance,PNW
